english,korean,kind,category_slug,category_kr,item_slug,poe2db_us,poe2db_kr
Greatbow,대궁,item,Bows,활,Greatbow,https://poe2db.tw/us/Greatbow,https://poe2db.tw/kr/Greatbow
Guardian Bow,수호자 활,item,Bows,활,Guardian_Bow,https://poe2db.tw/us/Guardian_Bow,https://poe2db.tw/kr/Guardian_Bow
Heartwood Shortbow,심목 단궁,item,Bows,활,Heartwood_Shortbow,https://poe2db.tw/us/Heartwood_Shortbow,https://poe2db.tw/kr/Heartwood_Shortbow
Heavy Bow,무거운 활,item,Bows,활,Heavy_Bow,https://poe2db.tw/us/Heavy_Bow,https://poe2db.tw/kr/Heavy_Bow
Ironwood Shortbow,철목 단궁,item,Bows,활,Ironwood_Shortbow,https://poe2db.tw/us/Ironwood_Shortbow,https://poe2db.tw/kr/Ironwood_Shortbow
Militant Bow,호전적인 활,item,Bows,활,Militant_Bow,https://poe2db.tw/us/Militant_Bow,https://poe2db.tw/kr/Militant_Bow
Obliterator Bow,절멸자 활,item,Bows,활,Obliterator_Bow,https://poe2db.tw/us/Obliterator_Bow,https://poe2db.tw/kr/Obliterator_Bow
Protector Bow,보호자 활,item,Bows,활,Protector_Bow,https://poe2db.tw/us/Protector_Bow,https://poe2db.tw/kr/Protector_Bow
Recurve Bow,반곡궁,item,Bows,활,Recurve_Bow,https://poe2db.tw/us/Recurve_Bow,https://poe2db.tw/kr/Recurve_Bow
Rider Bow,기수 활,item,Bows,활,Rider_Bow,https://poe2db.tw/us/Rider_Bow,https://poe2db.tw/kr/Rider_Bow
Runeforged Composite Bow,룬벼림 합성궁,item,Bows,활,Runeforged_Composite_Bow,https://poe2db.tw/us/Runeforged_Composite_Bow,https://poe2db.tw/kr/Runeforged_Composite_Bow
Runeforged Crude Bow,룬벼림 조잡한 활,item,Bows,활,Runeforged_Crude_Bow,https://poe2db.tw/us/Runeforged_Crude_Bow,https://poe2db.tw/kr/Runeforged_Crude_Bow
Runeforged Dualstring Bow,룬벼림 이중시위 활,item,Bows,활,Runeforged_Dualstring_Bow,https://poe2db.tw/us/Runeforged_Dualstring_Bow,https://poe2db.tw/kr/Runeforged_Dualstring_Bow
Runeforged Recurve Bow,룬벼림 반곡궁,item,Bows,활,Runeforged_Recurve_Bow,https://poe2db.tw/us/Runeforged_Recurve_Bow,https://poe2db.tw/kr/Runeforged_Recurve_Bow
Runeforged Shortbow,룬벼림 단궁,item,Bows,활,Runeforged_Shortbow,https://poe2db.tw/us/Runeforged_Shortbow,https://poe2db.tw/kr/Runeforged_Shortbow
Runeforged Zealot Bow,룬벼림 맹신자 활,item,Bows,활,Runeforged_Zealot_Bow,https://poe2db.tw/us/Runeforged_Zealot_Bow,https://poe2db.tw/kr/Runeforged_Zealot_Bow
Shortbow,단궁,item,Bows,활,Shortbow,https://poe2db.tw/us/Shortbow,https://poe2db.tw/kr/Shortbow
Snakewood Shortbow,뱀나무 단궁,item,Bows,활,Snakewood_Shortbow,https://poe2db.tw/us/Snakewood_Shortbow,https://poe2db.tw/kr/Snakewood_Shortbow
Tribal Bow,부족 활,item,Bows,활,Tribal_Bow,https://poe2db.tw/us/Tribal_Bow,https://poe2db.tw/kr/Tribal_Bow
Twin Bow,쌍둥이 활,item,Bows,활,Twin_Bow,https://poe2db.tw/us/Twin_Bow,https://poe2db.tw/kr/Twin_Bow
Warden Bow,간수 활,item,Bows,활,Warden_Bow,https://poe2db.tw/us/Warden_Bow,https://poe2db.tw/kr/Warden_Bow
Warmonger Bow,전쟁광 활,item,Bows,활,Warmonger_Bow,https://poe2db.tw/us/Warmonger_Bow,https://poe2db.tw/kr/Warmonger_Bow
Zealot Bow,맹신자 활,item,Bows,활,Zealot_Bow,https://poe2db.tw/us/Zealot_Bow,https://poe2db.tw/kr/Zealot_Bow
Aegis Buckler,비호 버클러,item,Bucklers,버클러,Aegis_Buckler,https://poe2db.tw/us/Aegis_Buckler,https://poe2db.tw/kr/Aegis_Buckler
Ancient Buckler,고대의 버클러,item,Bucklers,버클러,Ancient_Buckler,https://poe2db.tw/us/Ancient_Buckler,https://poe2db.tw/kr/Ancient_Buckler
Array Buckler,배열 버클러,item,Bucklers,버클러,Array_Buckler,https://poe2db.tw/us/Array_Buckler,https://poe2db.tw/kr/Array_Buckler
Bladeguard Buckler,칼날보호대 버클러,item,Bucklers,버클러,Bladeguard_Buckler,https://poe2db.tw/us/Bladeguard_Buckler,https://poe2db.tw/kr/Bladeguard_Buckler
Coiled Buckler,똬리 버클러,item,Bucklers,버클러,Coiled_Buckler,https://poe2db.tw/us/Coiled_Buckler,https://poe2db.tw/kr/Coiled_Buckler
Desert Buckler,사막 버클러,item,Bucklers,버클러,Desert_Buckler,https://poe2db.tw/us/Desert_Buckler,https://poe2db.tw/kr/Desert_Buckler
Edged Buckler,칼날 버클러,item,Bucklers,버클러,Edged_Buckler,https://poe2db.tw/us/Edged_Buckler,https://poe2db.tw/kr/Edged_Buckler
Gutspike Buckler,복부가시 버클러,item,Bucklers,버클러,Gutspike_Buckler,https://poe2db.tw/us/Gutspike_Buckler,https://poe2db.tw/kr/Gutspike_Buckler
Iron Buckler,철 버클러,item,Bucklers,버클러,Iron_Buckler,https://poe2db.tw/us/Iron_Buckler,https://poe2db.tw/kr/Iron_Buckler
Jingling Buckler,방울 버클러,item,Bucklers,버클러,Jingling_Buckler,https://poe2db.tw/us/Jingling_Buckler,https://poe2db.tw/kr/Jingling_Buckler
Laminate Buckler,합판 버클러,item,Bucklers,버클러,Laminate_Buckler,https://poe2db.tw/us/Laminate_Buckler,https://poe2db.tw/kr/Laminate_Buckler
Leather Buckler,가죽 버클러,item,Bucklers,버클러,Leather_Buckler,https://poe2db.tw/us/Leather_Buckler,https://poe2db.tw/kr/Leather_Buckler
Oak Buckler,참나무 버클러,item,Bucklers,버클러,Oak_Buckler,https://poe2db.tw/us/Oak_Buckler,https://poe2db.tw/kr/Oak_Buckler
Ornate Buckler,화려한 버클러,item,Bucklers,버클러,Ornate_Buckler,https://poe2db.tw/us/Ornate_Buckler,https://poe2db.tw/kr/Ornate_Buckler
Painted Buckler,도색된 버클러,item,Bucklers,버클러,Painted_Buckler,https://poe2db.tw/us/Painted_Buckler,https://poe2db.tw/kr/Painted_Buckler
Pearl Buckler,진주 버클러,item,Bucklers,버클러,Pearl_Buckler,https://poe2db.tw/us/Pearl_Buckler,https://poe2db.tw/kr/Pearl_Buckler
Plated Buckler,판금 버클러,item,Bucklers,버클러,Plated_Buckler,https://poe2db.tw/us/Plated_Buckler,https://poe2db.tw/kr/Plated_Buckler
Ridged Buckler,이랑 버클러,item,Bucklers,버클러,Ridged_Buckler,https://poe2db.tw/us/Ridged_Buckler,https://poe2db.tw/kr/Ridged_Buckler
Ringed Buckler,고리 버클러,item,Bucklers,버클러,Ringed_Buckler,https://poe2db.tw/us/Ringed_Buckler,https://poe2db.tw/kr/Ringed_Buckler
Runeforged Aegis Buckler,룬벼림 비호 버클러,item,Bucklers,버클러,Runeforged_Aegis_Buckler,https://poe2db.tw/us/Runeforged_Aegis_Buckler,https://poe2db.tw/kr/Runeforged_Aegis_Buckler
Runeforged Ancient Buckler,룬벼림 고대의 버클러,item,Bucklers,버클러,Runeforged_Ancient_Buckler,https://poe2db.tw/us/Runeforged_Ancient_Buckler,https://poe2db.tw/kr/Runeforged_Ancient_Buckler
Runeforged Array Buckler,룬벼림 배열 버클러,item,Bucklers,버클러,Runeforged_Array_Buckler,https://poe2db.tw/us/Runeforged_Array_Buckler,https://poe2db.tw/kr/Runeforged_Array_Buckler
Runeforged Bladeguard Buckler,룬벼림 칼날보호대 버클러,item,Bucklers,버클러,Runeforged_Bladeguard_Buckler,https://poe2db.tw/us/Runeforged_Bladeguard_Buckler,https://poe2db.tw/kr/Runeforged_Bladeguard_Buckler
Runeforged Desert Buckler,룬벼림 사막 버클러,item,Bucklers,버클러,Runeforged_Desert_Buckler,https://poe2db.tw/us/Runeforged_Desert_Buckler,https://poe2db.tw/kr/Runeforged_Desert_Buckler
Runeforged Edged Buckler,룬벼림 칼날 버클러,item,Bucklers,버클러,Runeforged_Edged_Buckler,https://poe2db.tw/us/Runeforged_Edged_Buckler,https://poe2db.tw/kr/Runeforged_Edged_Buckler
Runeforged Gutspike Buckler,룬벼림 복부가시 버클러,item,Bucklers,버클러,Runeforged_Gutspike_Buckler,https://poe2db.tw/us/Runeforged_Gutspike_Buckler,https://poe2db.tw/kr/Runeforged_Gutspike_Buckler
Runeforged Iron Buckler,룬벼림 철 버클러,item,Bucklers,버클러,Runeforged_Iron_Buckler,https://poe2db.tw/us/Runeforged_Iron_Buckler,https://poe2db.tw/kr/Runeforged_Iron_Buckler
Runeforged Jingling Buckler,룬벼림 방울 버클러,item,Bucklers,버클러,Runeforged_Jingling_Buckler,https://poe2db.tw/us/Runeforged_Jingling_Buckler,https://poe2db.tw/kr/Runeforged_Jingling_Buckler
Runeforged Laminate Buckler,룬벼림 합판 버클러,item,Bucklers,버클러,Runeforged_Laminate_Buckler,https://poe2db.tw/us/Runeforged_Laminate_Buckler,https://poe2db.tw/kr/Runeforged_Laminate_Buckler
Runeforged Leather Buckler,룬벼림 가죽 버클러,item,Bucklers,버클러,Runeforged_Leather_Buckler,https://poe2db.tw/us/Runeforged_Leather_Buckler,https://poe2db.tw/kr/Runeforged_Leather_Buckler
Runeforged Ornate Buckler,룬벼림 화려한 버클러,item,Bucklers,버클러,Runeforged_Ornate_Buckler,https://poe2db.tw/us/Runeforged_Ornate_Buckler,https://poe2db.tw/kr/Runeforged_Ornate_Buckler
Runeforged Pearl Buckler,룬벼림 진주 버클러,item,Bucklers,버클러,Runeforged_Pearl_Buckler,https://poe2db.tw/us/Runeforged_Pearl_Buckler,https://poe2db.tw/kr/Runeforged_Pearl_Buckler
Runeforged Plated Buckler,룬벼림 판금 버클러,item,Bucklers,버클러,Runeforged_Plated_Buckler,https://poe2db.tw/us/Runeforged_Plated_Buckler,https://poe2db.tw/kr/Runeforged_Plated_Buckler
Runeforged Ridged Buckler,룬벼림 이랑 버클러,item,Bucklers,버클러,Runeforged_Ridged_Buckler,https://poe2db.tw/us/Runeforged_Ridged_Buckler,https://poe2db.tw/kr/Runeforged_Ridged_Buckler
Runeforged Ringed Buckler,룬벼림 고리 버클러,item,Bucklers,버클러,Runeforged_Ringed_Buckler,https://poe2db.tw/us/Runeforged_Ringed_Buckler,https://poe2db.tw/kr/Runeforged_Ringed_Buckler
Runeforged Spiked Buckler,룬벼림 가시 버클러,item,Bucklers,버클러,Runeforged_Spiked_Buckler,https://poe2db.tw/us/Runeforged_Spiked_Buckler,https://poe2db.tw/kr/Runeforged_Spiked_Buckler
Runeforged Spikeward Buckler,룬벼림 가시수호 버클러,item,Bucklers,버클러,Runeforged_Spikeward_Buckler,https://poe2db.tw/us/Runeforged_Spikeward_Buckler,https://poe2db.tw/kr/Runeforged_Spikeward_Buckler
Runeforged Wooden Buckler,룬벼림 목재 버클러,item,Bucklers,버클러,Runeforged_Wooden_Buckler,https://poe2db.tw/us/Runeforged_Wooden_Buckler,https://poe2db.tw/kr/Runeforged_Wooden_Buckler
Runemastered Array Buckler,룬숙련 배열 버클러,item,Bucklers,버클러,Runemastered_Array_Buckler,https://poe2db.tw/us/Runemastered_Array_Buckler,https://poe2db.tw/kr/Runemastered_Array_Buckler
Runemastered Iron Buckler,룬숙련 철 버클러,item,Bucklers,버클러,Runemastered_Iron_Buckler,https://poe2db.tw/us/Runemastered_Iron_Buckler,https://poe2db.tw/kr/Runemastered_Iron_Buckler
Runemastered Leather Buckler,룬숙련 가죽 버클러,item,Bucklers,버클러,Runemastered_Leather_Buckler,https://poe2db.tw/us/Runemastered_Leather_Buckler,https://poe2db.tw/kr/Runemastered_Leather_Buckler
Runemastered Ornate Buckler,룬숙련 화려한 버클러,item,Bucklers,버클러,Runemastered_Ornate_Buckler,https://poe2db.tw/us/Runemastered_Ornate_Buckler,https://poe2db.tw/kr/Runemastered_Ornate_Buckler
Runemastered Plated Buckler,룬숙련 판금 버클러,item,Bucklers,버클러,Runemastered_Plated_Buckler,https://poe2db.tw/us/Runemastered_Plated_Buckler,https://poe2db.tw/kr/Runemastered_Plated_Buckler
Runemastered Ridged Buckler,룬숙련 이랑 버클러,item,Bucklers,버클러,Runemastered_Ridged_Buckler,https://poe2db.tw/us/Runemastered_Ridged_Buckler,https://poe2db.tw/kr/Runemastered_Ridged_Buckler
Runemastered Spiked Buckler,룬숙련 가시 버클러,item,Bucklers,버클러,Runemastered_Spiked_Buckler,https://poe2db.tw/us/Runemastered_Spiked_Buckler,https://poe2db.tw/kr/Runemastered_Spiked_Buckler
Runemastered Venerable Defender,룬숙련 덕망 있는 방어자,item,Bucklers,버클러,Runemastered_Venerable_Defender,https://poe2db.tw/us/Runemastered_Venerable_Defender,https://poe2db.tw/kr/Runemastered_Venerable_Defender
Runemastered Wooden Buckler,룬숙련 목재 버클러,item,Bucklers,버클러,Runemastered_Wooden_Buckler,https://poe2db.tw/us/Runemastered_Wooden_Buckler,https://poe2db.tw/kr/Runemastered_Wooden_Buckler
Spiked Buckler,가시 버클러,item,Bucklers,버클러,Spiked_Buckler,https://poe2db.tw/us/Spiked_Buckler,https://poe2db.tw/kr/Spiked_Buckler
Spikeward Buckler,가시수호 버클러,item,Bucklers,버클러,Spikeward_Buckler,https://poe2db.tw/us/Spikeward_Buckler,https://poe2db.tw/kr/Spikeward_Buckler
Wooden Buckler,목재 버클러,item,Bucklers,버클러,Wooden_Buckler,https://poe2db.tw/us/Wooden_Buckler,https://poe2db.tw/kr/Wooden_Buckler
Amethyst Charm,자수정 호신부,item,Charms,호신부,Amethyst_Charm,https://poe2db.tw/us/Amethyst_Charm,https://poe2db.tw/kr/Amethyst_Charm
Antidote Charm,해독 호신부,item,Charms,호신부,Antidote_Charm,https://poe2db.tw/us/Antidote_Charm,https://poe2db.tw/kr/Antidote_Charm
Cleansing Charm,정화의 호신부,item,Charms,호신부,Cleansing_Charm,https://poe2db.tw/us/Cleansing_Charm,https://poe2db.tw/kr/Cleansing_Charm
Dousing Charm,소화 호신부,item,Charms,호신부,Dousing_Charm,https://poe2db.tw/us/Dousing_Charm,https://poe2db.tw/kr/Dousing_Charm
Golden Charm,황금 호신부,item,Charms,호신부,Golden_Charm,https://poe2db.tw/us/Golden_Charm,https://poe2db.tw/kr/Golden_Charm
Grounding Charm,접지 호신부,item,Charms,호신부,Grounding_Charm,https://poe2db.tw/us/Grounding_Charm,https://poe2db.tw/kr/Grounding_Charm
Legacy of Elevore,원소포식의 유산,item,Charms,호신부,Legacy_of_Elevore,https://poe2db.tw/us/Legacy_of_Elevore,https://poe2db.tw/kr/Legacy_of_Elevore
Ruby Charm,루비 호신부,item,Charms,호신부,Ruby_Charm,https://poe2db.tw/us/Ruby_Charm,https://poe2db.tw/kr/Ruby_Charm
Sapphire Charm,사파이어 호신부,item,Charms,호신부,Sapphire_Charm,https://poe2db.tw/us/Sapphire_Charm,https://poe2db.tw/kr/Sapphire_Charm
Silver Charm,은 호신부,item,Charms,호신부,Silver_Charm,https://poe2db.tw/us/Silver_Charm,https://poe2db.tw/kr/Silver_Charm
Soul Core of Opiloti,오필로티의 영혼 핵,item,Charms,호신부,Soul_Core_of_Opiloti,https://poe2db.tw/us/Soul_Core_of_Opiloti,https://poe2db.tw/kr/Soul_Core_of_Opiloti
Staunching Charm,지혈 호신부,item,Charms,호신부,Staunching_Charm,https://poe2db.tw/us/Staunching_Charm,https://poe2db.tw/kr/Staunching_Charm
Stone Charm,돌 호신부,item,Charms,호신부,Stone_Charm,https://poe2db.tw/us/Stone_Charm,https://poe2db.tw/kr/Stone_Charm
Thawing Charm,해동 호신부,item,Charms,호신부,Thawing_Charm,https://poe2db.tw/us/Thawing_Charm,https://poe2db.tw/kr/Thawing_Charm
Topaz Charm,토파즈 호신부,item,Charms,호신부,Topaz_Charm,https://poe2db.tw/us/Topaz_Charm,https://poe2db.tw/kr/Topaz_Charm
Arced Claw,원호 클로,item,Claws,클로,Arced_Claw,https://poe2db.tw/us/Arced_Claw,https://poe2db.tw/kr/Arced_Claw
Armoured Claw,장갑을 두른 클로,item,Claws,클로,Armoured_Claw,https://poe2db.tw/us/Armoured_Claw,https://poe2db.tw/kr/Armoured_Claw
Crude Claw,조잡한 클로,item,Claws,클로,Crude_Claw,https://poe2db.tw/us/Crude_Claw,https://poe2db.tw/kr/Crude_Claw
Edged Claw,칼날 클로,item,Claws,클로,Edged_Claw,https://poe2db.tw/us/Edged_Claw,https://poe2db.tw/kr/Edged_Claw
Forked Claw,갈라진 클로,item,Claws,클로,Forked_Claw,https://poe2db.tw/us/Forked_Claw,https://poe2db.tw/kr/Forked_Claw
Hooked Claw,갈고리에 걸린 클로,item,Claws,클로,Hooked_Claw,https://poe2db.tw/us/Hooked_Claw,https://poe2db.tw/kr/Hooked_Claw
Pict Claw,픽트 클로,item,Claws,클로,Pict_Claw,https://poe2db.tw/us/Pict_Claw,https://poe2db.tw/kr/Pict_Claw
Piercing Claw,관통 클로,item,Claws,클로,Piercing_Claw,https://poe2db.tw/us/Piercing_Claw,https://poe2db.tw/kr/Piercing_Claw
Plated Claw,판금 클로,item,Claws,클로,Plated_Claw,https://poe2db.tw/us/Plated_Claw,https://poe2db.tw/kr/Plated_Claw
Razorglass Claw,면도날유리 클로,item,Claws,클로,Razorglass_Claw,https://poe2db.tw/us/Razorglass_Claw,https://poe2db.tw/kr/Razorglass_Claw
Sharktooth Claw,상어이빨 클로,item,Claws,클로,Sharktooth_Claw,https://poe2db.tw/us/Sharktooth_Claw,https://poe2db.tw/kr/Sharktooth_Claw
Talon Claw,발톱 클로,item,Claws,클로,Talon_Claw,https://poe2db.tw/us/Talon_Claw,https://poe2db.tw/kr/Talon_Claw
Wolfbone Claw,늑대뼈 클로,item,Claws,클로,Wolfbone_Claw,https://poe2db.tw/us/Wolfbone_Claw,https://poe2db.tw/kr/Wolfbone_Claw
Alloy Crossbow,합금 석궁,item,Crossbows,쇠뇌,Alloy_Crossbow,https://poe2db.tw/us/Alloy_Crossbow,https://poe2db.tw/kr/Alloy_Crossbow
Blackfire Crossbow,검은불 석궁,item,Crossbows,쇠뇌,Blackfire_Crossbow,https://poe2db.tw/us/Blackfire_Crossbow,https://poe2db.tw/kr/Blackfire_Crossbow
Bleak Crossbow,음산한 석궁,item,Crossbows,쇠뇌,Bleak_Crossbow,https://poe2db.tw/us/Bleak_Crossbow,https://poe2db.tw/kr/Bleak_Crossbow
Bombard Crossbow,포격 석궁,item,Crossbows,쇠뇌,Bombard_Crossbow,https://poe2db.tw/us/Bombard_Crossbow,https://poe2db.tw/kr/Bombard_Crossbow
Cannonade Crossbow,연속 포격 석궁,item,Crossbows,쇠뇌,Cannonade_Crossbow,https://poe2db.tw/us/Cannonade_Crossbow,https://poe2db.tw/kr/Cannonade_Crossbow
Construct Crossbow,구조물 석궁,item,Crossbows,쇠뇌,Construct_Crossbow,https://poe2db.tw/us/Construct_Crossbow,https://poe2db.tw/kr/Construct_Crossbow
Cumbrous Crossbow,거추장스러운 석궁,item,Crossbows,쇠뇌,Cumbrous_Crossbow,https://poe2db.tw/us/Cumbrous_Crossbow,https://poe2db.tw/kr/Cumbrous_Crossbow
Dedalian Crossbow,복잡한 석궁,item,Crossbows,쇠뇌,Dedalian_Crossbow,https://poe2db.tw/us/Dedalian_Crossbow,https://poe2db.tw/kr/Dedalian_Crossbow
Desolate Crossbow,황량한 석궁,item,Crossbows,쇠뇌,Desolate_Crossbow,https://poe2db.tw/us/Desolate_Crossbow,https://poe2db.tw/kr/Desolate_Crossbow
Dyad Crossbow,이중 석궁,item,Crossbows,쇠뇌,Dyad_Crossbow,https://poe2db.tw/us/Dyad_Crossbow,https://poe2db.tw/kr/Dyad_Crossbow
Elegant Crossbow,우아한 석궁,item,Crossbows,쇠뇌,Elegant_Crossbow,https://poe2db.tw/us/Elegant_Crossbow,https://poe2db.tw/kr/Elegant_Crossbow
Engraved Crossbow,아로새긴 석궁,item,Crossbows,쇠뇌,Engraved_Crossbow,https://poe2db.tw/us/Engraved_Crossbow,https://poe2db.tw/kr/Engraved_Crossbow
Esoteric Crossbow,신비로운 석궁,item,Crossbows,쇠뇌,Esoteric_Crossbow,https://poe2db.tw/us/Esoteric_Crossbow,https://poe2db.tw/kr/Esoteric_Crossbow
Flexed Crossbow,몸 풀린 석궁,item,Crossbows,쇠뇌,Flexed_Crossbow,https://poe2db.tw/us/Flexed_Crossbow,https://poe2db.tw/kr/Flexed_Crossbow
Gemini Crossbow,쌍둥이자리 석궁,item,Crossbows,쇠뇌,Gemini_Crossbow,https://poe2db.tw/us/Gemini_Crossbow,https://poe2db.tw/kr/Gemini_Crossbow
Makeshift Crossbow,임시 석궁,item,Crossbows,쇠뇌,Makeshift_Crossbow,https://poe2db.tw/us/Makeshift_Crossbow,https://poe2db.tw/kr/Makeshift_Crossbow
Painted Crossbow,도색된 석궁,item,Crossbows,쇠뇌,Painted_Crossbow,https://poe2db.tw/us/Painted_Crossbow,https://poe2db.tw/kr/Painted_Crossbow
Piercing Crossbow,관통 석궁,item,Crossbows,쇠뇌,Piercing_Crossbow,https://poe2db.tw/us/Piercing_Crossbow,https://poe2db.tw/kr/Piercing_Crossbow
Robust Crossbow,탄탄한 석궁,item,Crossbows,쇠뇌,Robust_Crossbow,https://poe2db.tw/us/Robust_Crossbow,https://poe2db.tw/kr/Robust_Crossbow
Runeforged Bombard Crossbow,룬벼림 포격 석궁,item,Crossbows,쇠뇌,Runeforged_Bombard_Crossbow,https://poe2db.tw/us/Runeforged_Bombard_Crossbow,https://poe2db.tw/kr/Runeforged_Bombard_Crossbow
Runeforged Dyad Crossbow,룬벼림 이중 석궁,item,Crossbows,쇠뇌,Runeforged_Dyad_Crossbow,https://poe2db.tw/us/Runeforged_Dyad_Crossbow,https://poe2db.tw/kr/Runeforged_Dyad_Crossbow
Runeforged Makeshift Crossbow,룬벼림 임시 석궁,item,Crossbows,쇠뇌,Runeforged_Makeshift_Crossbow,https://poe2db.tw/us/Runeforged_Makeshift_Crossbow,https://poe2db.tw/kr/Runeforged_Makeshift_Crossbow
Runeforged Sturdy Crossbow,룬벼림 튼튼한 석궁,item,Crossbows,쇠뇌,Runeforged_Sturdy_Crossbow,https://poe2db.tw/us/Runeforged_Sturdy_Crossbow,https://poe2db.tw/kr/Runeforged_Sturdy_Crossbow
Runeforged Tense Crossbow,룬벼림 팽팽한 석궁,item,Crossbows,쇠뇌,Runeforged_Tense_Crossbow,https://poe2db.tw/us/Runeforged_Tense_Crossbow,https://poe2db.tw/kr/Runeforged_Tense_Crossbow
Runemastered Dyad Crossbow,룬숙련 이중 석궁,item,Crossbows,쇠뇌,Runemastered_Dyad_Crossbow,https://poe2db.tw/us/Runemastered_Dyad_Crossbow,https://poe2db.tw/kr/Runemastered_Dyad_Crossbow
Runemastered Tense Crossbow,룬숙련 팽팽한 석궁,item,Crossbows,쇠뇌,Runemastered_Tense_Crossbow,https://poe2db.tw/us/Runemastered_Tense_Crossbow,https://poe2db.tw/kr/Runemastered_Tense_Crossbow
Siege Crossbow,공성 석궁,item,Crossbows,쇠뇌,Siege_Crossbow,https://poe2db.tw/us/Siege_Crossbow,https://poe2db.tw/kr/Siege_Crossbow
Stout Crossbow,완강한 석궁,item,Crossbows,쇠뇌,Stout_Crossbow,https://poe2db.tw/us/Stout_Crossbow,https://poe2db.tw/kr/Stout_Crossbow
Sturdy Crossbow,튼튼한 석궁,item,Crossbows,쇠뇌,Sturdy_Crossbow,https://poe2db.tw/us/Sturdy_Crossbow,https://poe2db.tw/kr/Sturdy_Crossbow
Taut Crossbow,팽팽한 석궁,item,Crossbows,쇠뇌,Taut_Crossbow,https://poe2db.tw/us/Taut_Crossbow,https://poe2db.tw/kr/Taut_Crossbow
Tense Crossbow,팽팽한 석궁,item,Crossbows,쇠뇌,Tense_Crossbow,https://poe2db.tw/us/Tense_Crossbow,https://poe2db.tw/kr/Tense_Crossbow
